"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.PRM.UNER","Children out of school, primary","Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.","UNESCO Institute for Statistics",
